Lon Lat sand clay silt orgc ph bulkdensity cn soilc depth awc bedrockfrac
-123.7500 85.0965 0.2715 0.3503 0.3782 0.00000 7.085 1500.0 12.0 0.0000 0.2942 41.25 0.1881
-120.9375 85.0965 0.2645 0.3456 0.3899 0.00000 6.824 1500.0 12.0 0.0000 0.3095 43.76 0.1915
-118.1250 85.0965 0.2563 0.3580 0.3857 0.00000 6.799 1500.0 12.0 0.0000 0.3284 46.51 0.1945
-115.3125 85.0965 0.2649 0.3487 0.3864 0.00000 6.302 1500.0 12.0 0.0000 0.3825 53.99 0.1972
-112.5000 85.0965 0.2614 0.3520 0.3866 0.00000 6.790 1500.0 12.0 0.0000 0.3155 44.60 0.1987
-109.6875 85.0965 0.2603 0.3541 0.3856 0.00000 6.848 1500.0 12.0 0.0000 0.3185 45.03 0.1993
-106.8750 85.0965 0.2655 0.3460 0.3885 0.00000 6.503 1500.0 12.0 0.0000 0.4243 59.94 0.2002
-104.0625 85.0965 0.2718 0.3570 0.3712 0.00000 7.401 1500.0 12.0 0.0000 0.3162 44.17 0.2007
-101.2500 85.0965 0.2791 0.3560 0.3649 0.00000 7.357 1500.0 12.0 0.0000 0.3406 47.27 0.2015
-98.4375 85.0965 0.2788 0.3407 0.3806 0.00000 6.596 1500.0 12.0 0.0000 0.5165 72.27 0.2013
-95.6250 85.0965 0.3430 0.3048 0.3522 0.00000 6.228 1500.0 12.0 0.0000 0.7635 102.37 0.1995
-92.8125 85.0965 0.4303 0.2676 0.3021 0.00000 6.449 1500.0 12.0 0.0000 0.8210 102.90 0.1972
-90.0000 85.0965 0.4331 0.2782 0.2888 0.00000 7.288 1500.0 12.0 0.0000 0.6648 82.59 0.1955
-87.1875 85.0965 0.4902 0.2515 0.2583 0.00000 7.033 1500.0 12.0 0.0000 0.9461 112.28 0.1955
-84.3750 85.0965 0.6134 0.1758 0.2108 0.00000 6.139 1500.0 12.0 0.0000 1.9687 212.53 0.1945
-81.5625 85.0965 0.6381 0.1605 0.2013 0.00000 5.943 1500.0 12.0 0.0000 1.9404 205.31 0.1931
-78.7500 85.0965 0.5950 0.1815 0.2235 0.00000 6.054 1500.0 12.0 0.0000 1.2086 132.88 0.1903
-75.9375 85.0965 0.5640 0.1968 0.2391 0.00000 6.131 1500.0 12.0 0.0000 0.9270 104.66 0.1894
-73.1250 85.0965 0.5338 0.2112 0.2550 0.00000 6.219 1500.0 12.0 0.0000 0.8936 103.50 0.1858
-70.3125 85.0965 0.4862 0.2338 0.2800 0.00000 6.348 1500.0 12.0 0.0000 0.6780 81.65 0.1813
-67.5000 85.0965 0.4686 0.2411 0.2903 0.00000 6.418 1500.0 12.0 0.0000 0.6017 73.53 0.1759
-64.6875 85.0965 0.4701 0.2391 0.2908 0.00000 6.452 1500.0 12.0 0.0000 0.6126 74.83 0.1690
-61.8750 85.0965 0.4727 0.2356 0.2917 0.00000 6.504 1500.0 12.0 0.0000 0.6407 78.20 0.1569
-59.0625 85.0965 0.4757 0.2316 0.2927 0.00000 6.555 1500.0 12.0 0.0000 0.6637 80.93 0.1444
-56.2500 85.0965 0.4803 0.2257 0.2941 0.00000 6.621 1500.0 12.0 0.0000 0.6811 82.94 0.1263
-53.4375 85.0965 0.4867 0.2172 0.2960 0.00000 6.702 1500.0 12.0 0.0000 0.6529 79.33 0.1010
