Lon Lat sand clay silt orgc ph bulkdensity cn soilc depth awc bedrockfrac
-81.5625 85.0965 0.6551 0.1409 0.2040 0.00000 5.976 1500.0 12.0 0.0000 2.1607 226.82 0.1701
-78.7500 85.0965 0.6128 0.1605 0.2267 0.00000 6.087 1500.0 12.0 0.0000 1.3562 147.97 0.1667
-75.9375 85.0965 0.5431 0.1970 0.2599 0.00000 6.509 1500.0 12.0 0.0000 0.9416 108.85 0.1630
-73.1250 85.0965 0.5054 0.2167 0.2779 0.00000 6.814 1500.0 12.0 0.0000 0.8040 95.78 0.1549
-70.3125 85.0965 0.4421 0.2475 0.3104 0.00000 7.152 1500.0 12.0 0.0000 0.6094 76.29 0.1441
-67.5000 85.0965 0.4675 0.2287 0.3037 0.00000 6.777 1500.0 12.0 0.0000 0.5519 67.99 0.1289
-64.6875 85.0965 0.4703 0.2280 0.3017 0.00000 6.795 1500.0 12.0 0.0000 0.5470 67.23 0.1179
-61.8750 85.0965 0.4629 0.2279 0.3092 0.00000 6.979 1500.0 12.0 0.0000 0.5502 68.15 0.1045
-59.0625 85.0965 0.4746 0.2202 0.3052 0.00000 6.882 1500.0 12.0 0.0000 0.5513 67.75 0.0983
-56.2500 85.0965 0.4590 0.2295 0.3115 0.00000 7.071 1500.0 12.0 0.0000 0.5513 68.51 0.0958
-53.4375 85.0965 0.4558 0.2293 0.3150 0.00000 7.207 1500.0 12.0 0.0000 0.4443 55.40 0.0754
